Time,Avg_Watchrate,Avg_Rating
2025-03-17 08:15:22,0.04256783452345678,4.325892541236547
2025-03-17 11:32:45,0.03871245697834521,3.925478963214758
2025-03-17 15:12:42,0.03437499999999999,3.825806451612903
2025-03-17 18:45:11,0.05124587963258741,4.458721456987523
2025-03-17 21:07:33,0.02985412569874523,3.587562148963257
2025-03-18 07:22:18,0.04752136987456321,4.365214789632541
2025-03-18 10:47:39,0.03654789632541258,3.725478963214785
2025-03-18 14:05:27,0.05236587412589632,4.568741236587412
2025-03-18 17:38:52,0.03125478963214587,3.495214785632145
2025-03-18 20:14:05,0.04358741236541258,3.975893214569874
2025-03-18 21:04:11,0.03437499999999999,4.225806451612903

